code;combe;quad;placette;n.placette;date;proxi;year;Agrostis rupestris;Alchemilla flabellata;Anthyllis vulneraria;Armeria alpina (var. occasiana);Armeria muelleri;Avenula versicolor;Bartsia alpina;Campanula scheuchzeri subsp. lanceolata;Cardamine alpina;Cardamine resedifolia;Cardamine sp.;Carex curvula subsp. curvula;Carex parviflora;Carex pyrenaica;Epikeros pyrenaeus;Euphrasia minima;Festuca glacialis;Festuca paniculata subsp. paniculata;Festuca rubra subsp. commutata;Gentiana alpina;Gentiana nivalis;Gentiana schleicheri;Geum montanum;Gnaphalium supinum;Helictotrichon sedenense;Homogyne alpina;Jasione crispa;Juncus trifidus;Leucanthemopsis alpina subsp. alpina;Linaria alpina;Lotus alpinus;Luzula alpinopilosa subsp. candollei;Luzula lutea;Luzula nutans;Luzula spicata (subsp. mutabilis);Meum athamanticum;Mucizonia sedoides;Murbeckiella pinnatifida;Nardus stricta;Oreochloa elegans;Pedicularis pyrenaica;Persicaria vivipara;Phleum alpinum s. s. (à arrête non ciliée);Phyteuma hemisphaericum;Poa alpina;Poa cenisia;Polytrichum sp.;Primula integrifolia;Rhododendron ferrugineum;Sagina saginoides;Salix herbacea;Salix retusa;Saxifraga geranioides;Saxifraga moschata;Scorzoneroides pyrenaica;Sedum alpestre;Sempervivum montanum;Sibbaldia procumbens;Silene acaulis subsp. acaulis;Silene rupestris;Soldanella alpina;Taraxacum pyrenaicum;Trifolium alpinum;Trifolium thalii;Vaccinium myrtillus;Veronica alpina
Pla-A1-20130808;Pla;A1;1;3;20130808;pheno;2013;;;;;;;;;;;;;;;;;;;;;;;;fe;;;;;;;;;;;;;;;fe;;;fe;;;;;;;fe;;fl m et f;;;;;fe;;fe;;;;;;;;
Pla-A1-20130904;Pla;A1;1;3;20130904;pheno;2013;;;;;;;;;;;;;;;;;;;;;;;;fe;;;;;;;;;;;;;;;fe;;;fe;;fe;;;;;fe;;fr;;;;;;;fe;;;;;;;;
Pla-A1-20140722;Pla;A1;1;3;20140722;pheno;2014;;;;;;;;;;;;;;;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;;;;fe;;fe;;fe;;br;;;;;fe;;fe;;;;;;;;
Pla-A1-20140812;Pla;A1;1;3;20140812;pheno;2014;;;;;;;;;;;;;;;;;;;;;;;;bt;;;;;;;;;;;;;;;;;;fe;;fe;fl;;fe;;bt;fe;fl m et f;;;;fe;fe;;fe;;;;;;;;fe
Pla-A1-20140902;Pla;A1;1;3;20140902;pheno;2014;;;;;;;;;;;;;;;;;;;fl;;;;;fe;;;;;;;;;;;;;;;;;;fe;;bt;fr;;fe;;fr;fr;fr;;;;;;;fr;;;;;;;;fe
Pla-A1-20150702;Pla;A1;1;3;20150702;pheno;2015;;;;;;;;;;;;;;;;;;;fe;;;;;fe;;;;;;;;;;;;;;;;;;;;;fe;;fe;;fe;;fe;;;;;fe;;fe;;;fe;;;;;fe
Pla-A1-20150723;Pla;A1;1;3;20150723;pheno;2015;;;;;;;;;;;;;;;;;;;fe;;;;;fl;;;;;;;;;;;;;;;;;;fe;;fe;fl;;fe;;di;bt;fr;;;;;fe;;fr;;;;;;;;bt
Pla-A1-20150811;Pla;A1;1;3;20150811;pheno;2015;fr;;;;;;;;;;;;;di;;;;;fr;;;;;fr;;;;;;;;;;;;;;;;;;fe;;fe;fr;;fe;;di;fr;fr;;;;;fe;;fe;;;;;;;;fr
Pla-A1-20150901;Pla;A1;1;3;20150901;pheno;2015;fr;;;;;;;;;;;;;;;;;;fr;;;;;fr;;;;;;;;;;;;;;;;;;fe;;fe;se;;fe;;fe;di;fr;;;;;fe;;fe;;;fe;;fe;;;fe
Pla-A1-20160707;Pla;A1;1;3;20160707;pheno;2016;fe;;;;;;;;;;;;;;;;;;fe;;;;;fe;;;;;;;;;;;;;;;;;;;;fe;fe;;fe;;fe;;fe;;;;;;;fe;;;fe;;;;;fe
Pla-A1-20160728;Pla;A1;1;3;20160728;pheno;2016;fe;;;;;;;;;;;;;fe;;fe;;;fe;;;;;fl;;;;;;;;;;;;;;;fe;;;fe;;fe;fl;;fe;;fe;bt;fr;;;;;fl;;fe;;;;;;;;fl
Pla-A1-20160818;Pla;A1;1;3;20160818;pheno;2016;fe;;;;;;;;;;;;;fe;;fl;;;fr;;;;;fr;;;;;;;;;;;;;;;;;;di;;fe;fr;;fe;;fe;fr;fr;;;;;fr;;fe;;;;;;;;fr
Pla-A1-20160908;Pla;A1;1;3;20160908;pheno;2016;fl;;;;;;;;;;;;;di;;fr;;;di;fe;;;;di;;;;;;;;;;;;;;;;;;di;;fe;di;;fe;;fe;di;se;;;;;;;fe;;;;;;;;fe
Pla-A1-20170705;Pla;A1;1;3;20170705;pheno;2017;;;;;;;;;;;;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-A1-20170726;Pla;A1;1;3;20170726;pheno;2017;;;;;;;;;;;;;;fe;;;;;fe;;;;;fe;;;;;;;;;;;;;;;fe;;;fe;;;fe;;fe;;fe;;fl m f;;;;;;;fe;;;fe;;;;;fe
Pla-A1-20170816;Pla;A1;1;3;20170816;pheno;2017;;;;;;;;;;;;;;fe;;;;;fe;;bt;;;fe;;;;;;;;;;;;;;;fe;;;fe;;bt;fe;;fe;;fe;bt;fr;;;;;;;fe;;;fe;;;;;fe
Pla-A1-20170906;Pla;A1;1;3;20170906;pheno;2017;;;;;;;;;;;;;;fe;;;;;fe;;fl;;;fe;;;;;;;;;;;;;;;fe;;;fe;;fr;fe;;fe;;fe;fe;di;;;;;;;fe;;;fe;;;;;fe
Pla-A1-20180703;Pla;A1;1;3;20180703;pheno;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-A1-20180724;Pla;A1;1;3;20180724;pheno;2018;;;;;;;;;;;;;;fe;;;;;fe;;;;;fe;;;;;;;;;;;;;;;fe;;;;;;fe;;fe;;fe;fe;br;;;;;;;fe;;;fe;;;;;
Pla-A1-20180816;Pla;A1;1;3;20180816;pheno;2018;;;;;;;;;;;;;;fe;;;;;fe;;;;;fe;;;;;;;;;;;;;;;fe;;;fe;;fe;fr;;fe;;fe;bt;fr;;;;;;;fe;;;fe;;;;;fl
Pla-A1-20180906;Pla;A1;1;3;20180906;pheno;2018;;;;;;;;;;;;;;fe;;;;;bt;;;;;fe;;;;;;;;;;;;;;;fe;;;fr;;fe;fe;;fe;;fe;fr;se;;;;;;;fe;;;fe;;;;;fr
Pla-A1-20190702;Pla;A1;1;3;20190702;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-A1-20190723;Pla;A1;1;3;20190723;pheno;2019;;;;;;;;;;;;;;fe;;;;;;;;;;fe;;;;;;;;;;;;;;;fe;;;fe;;fe;bt;;fe;;fe;fe;fl f et m;;;;;;;fe;fe;;;;;;;
Pla-A1-20190814;Pla;A1;1;3;20190814;pheno;2019;;;;;;;;;;;;;;fe;;;fr;;;;;;;fr;;;;;;;;;;;;;;;fe;;;fe;;bt;fr;;fe;;fe;fr;;;;;;;;;fe;;;;;;;
Pla-A1-20190910;Pla;A1;1;3;20190910;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coeff-Pla-A1-2013;Pla;A1;1;3;2013;Coeff;2013;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;1;;1;;;;;1;;2;;;;;;;1;;;;;;;;
Coeff-Pla-A1-20180816;Pla;A1;1;3;20180816;Coeff;2018;;;;;;;;;;;;;;+;;;;;2;;;;;1;;;;;;;;;;;;;;;2;;;1;;1;1;;1;;1;1;3;;;;;;;1;;;+;;;;;1
Pla-A2-20130724;Pla;A2;1;3;20130724;pheno;2013;;;;;;;;;;;;;;;;;;;fe;;;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;;;sans fe;;;fe;;;;fe;;;;;;;;
Pla-A2-20130808;Pla;A2;1;3;20130808;pheno;2013;;;;;;;;;;;;;;;;;;;fe;;;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;;;fl f;;;fe;;;;fe;;;;;fe;;;
Pla-A2-20130904;Pla;A2;1;3;20130904;pheno;2013;;;;;;;;;;;;;;;;;;;fl;;;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;;;fr;;;fl;;;;fe;;;;;;;;
Pla-A2-20140722;Pla;A2;1;3;20140722;pheno;2014;;;;;;;;;;;;;;;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;;;;fe;;fe;;;;br;;;fe;;;;fe;;;;;;;;fe
Pla-A2-20140812;Pla;A2;1;3;20140812;pheno;2014;;;;;;;;;fr;;;;;fr;;;;;fl;fe;;;;fe;;;;;;;;;;;;;;;fe;;;;;;fl;;fe;;;;fl f;;;bt;bt;;;fe;;;;;;;;fl
Pla-A2-20140902;Pla;A2;1;3;20140902;pheno;2014;;;;;;;;;fr;;;;;;;;;;fl;fe;;;;fr;;;;;;;;;;;;;;;;;;;fl;;fr;;fe;;;;fr;;;fl;;;;fe;;;;;;;;fr
Pla-A2-20150702;Pla;A2;1;3;20150702;pheno;2015;;;;;;;;;;;;;;;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;;;;;;;fe;;fe;;;;fe;;;fe;;;;fe;;;;;;fe;;fe
Pla-A2-20150723;Pla;A2;1;3;20150723;pheno;2015;;;;;;;;;;;;;;;;;;;fl;;;;;fl;;;;;;;;;;;;;;;fe;;;fe;fe;;fl;;fe;;;;fr;;;fl;;;;fr;;;;;;fl;;fr
Pla-A2-20150811;Pla;A2;1;3;20150811;pheno;2015;fr;;;;;;;;;;;;;;;;;;fr;;fl;;;fr;;;;;;;;;;;;;;;fe;;;;;;fr;;fe;;;fr;fr;;;fr;;;;di;;;;;;fr;;fr
Pla-A2-20150901;Pla;A2;1;3;20150901;pheno;2015;di;;;;;;;;;;;;;;;;;;fr;;fr;;;di;;;;;;;;;;;;;;;fr;;;;;fe;se;;fe;;;;di;;;fr;;;;fe;;;;;;;;fr
Pla-A2-20160707;Pla;A2;1;3;20160707;pheno;2016;;;;;;;;;;;;;;;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;fe;;;;;;fe;;fe;;;fe;fe;;;;;;;fe;;;;;;;;fe
Pla-A2-20160728;Pla;A2;1;3;20160728;pheno;2016;;;;;;;;;fe;;;;;;;;;;fl;fe;;;;fl;;;;;;;;;;;;;;;fe;;;fe;;;fl;;fe;;;bt;fr;;;fl;;;;fe;;;;;;fe;;fl
Pla-A2-20160818;Pla;A2;1;3;20160818;pheno;2016;fr;;;;;;;;fe;;;;;;;;;;fr;fe;;;;fr;;;;;;;;;;;;;;;fe;;;fe;;fe;fr;;fe;;;di;fr;;;fr;fe;;;fe;;;;;;fe;;fr
Pla-A2-20160908;Pla;A2;1;3;20160908;pheno;2016;di;;;;;;;;fe;;;;;;;;;;di;fe;;;;di;;;;;;;;;;;;;;;fe;;;fe;;fe;di;;fe;;;di;se;;;di;fe;;;fe;;;;;;fe;;di
Pla-A2-20170705;Pla;A2;1;3;20170705;pheno;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-A2-20170726;Pla;A2;1;3;20170726;pheno;2017;;;;;;;;;;;;;;;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;fe;;;fe;;;bt;;fe;;;;fl m;;;fe;;;;fe;;;;;;fe;;fe
Pla-A2-20170816;Pla;A2;1;3;20170816;pheno;2017;;;;;;;;;;;;;;;;;;;fe;fe;;;;fl;;;;;;;;;;;;;;;fe;;;fe;;bt;fl;;fe;;;;di;;;fl;bt;;;fe;;;;;fe;fl;;fr
Pla-A2-20170906;Pla;A2;1;3;20170906;pheno;2017;;;;;;;;;;;;;;;;;;;fe;fe;fl;;;di;;;;;;;;;;;;;;;fl;;;;;fr;fr;;fe;;;di;di;;;fr;fe;;;fe;;;;;;;;di
Pla-A2-20180703;Pla;A2;1;3;20180703;pheno;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-A2-20180724;Pla;A2;1;3;20180724;pheno;2018;;;;;;;;;;;;;;fe;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;fe;;;;;;fe;;fe;;;fe;br;;;fe;;;;fe;;;;;fe;;;
Pla-A2-20180816;Pla;A2;1;3;20180816;pheno;2018;;;;;;;;;;;;;;;;;;;br;fe;;;;br;;;;;;;;;;;;;;;fe;;;fe;fe;;fr;;fr;;;br;fr;;;fr;fe;;;fe;;;;;fe;;;fl
Pla-A2-20180906;Pla;A2;1;3;20180906;pheno;2018;fr;;;;;;;;se;;;;;;;;;;fr;fe;;;;fr;;;;;;;;;;;;;;;fe;;;fe;fe;;fr;;fe;;;fr;se;;;fl;fe;;;fe;;;;;fe;;;di
Pla-A2-20190702;Pla;A2;1;3;20190702;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-A2-20190723;Pla;A2;1;3;20190723;pheno;2019;;;;;;;;;fe;;;;;;;;;;fe;fe;fe;;;fe;;;;;;;;;;;;;;;fe;;;fe;;fe;fe;;fr;;;fe;fl m et f;;;fe;;;;fe;;;;;fe;;;bt
Pla-A2-20190814;Pla;A2;1;3;20190814;pheno;2019;;;;;;;;;;;;;;;;;;;bt;fe;;;;fe;;;;;;;;;;;;;;;fe;;;;fe;fe;fr;;fr;;;fr;fr;;;fl;;;;fr;;;;;fe;fe;;fr
Pla-A2-20190910;Pla;A2;1;3;20190910;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coeff-Pla-A2-2013;Pla;A2;1;3;2013;Coeff;2013;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;;;;1;;;;;;;;
Coeff-Pla-A2-20180816;Pla;A2;1;3;20180816;Coeff;2018;;;;;;;;;;;;;;;;;;;2;1;;;;1;;;;;;;;;;;;;;;1;;;+;+;;1;;1;;;1;2;;;1;;;;1;;;;;1;;;1
Pla-A3-20130724;Pla;A3;2;3;20130724;pheno;2013;;;;;;;;;;;;;;fe;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;;;sans fe;;;;;fe;;;;;;;;;;
Pla-A3-20130808;Pla;A3;2;3;20130808;pheno;2013;;;;;;;;;;;;;;fe;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;;;fl m et f;;;;;fe;;fe;;;;;fe;;;fe
Pla-A3-20130904;Pla;A3;2;3;20130904;pheno;2013;;;;;;;;;;;;;;fr;;;;;;fe;;;;fl;;;;;;;;;;;;;;;;;;;;;;;;;;;fr;;;;;fe;;fe;;;;;fe;;;fl
Pla-A3-20140722;Pla;A3;2;3;20140722;pheno;2014;;;;;;;;;;;;;;;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;;;;fe;;fe;;;;br;;;;;fe;;fe;;;;;fe;;;fe
Pla-A3-20140812;Pla;A3;2;3;20140812;pheno;2014;;;;;;;;;;;;;;fr;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;;;;;;;fl;;;;;fe;fr + fl m;;;;bt;fe;;fe;;;;;fe;;;bt
Pla-A3-20140902;Pla;A3;2;3;20140902;pheno;2014;;;;;;;;;;;;;;fr;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;;fl;;fr;;;;;fr;fr;;;;;fe;;fe;;;;;fe;;;fr
Pla-A3-20150702;Pla;A3;2;3;20150702;pheno;2015;;;;;;;;;;;;;;;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;;fe;;fe;;;;;fe;fe;;;;;fe;;;;;fe;;fe;;;fe
Pla-A3-20150723;Pla;A3;2;3;20150723;pheno;2015;;;;;;;;;;;;;;fr;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;;;;;fl;;fl;;fe;;;bt;fr;;;;bt;;;;;;;;bt;;;fr
Pla-A3-20150811;Pla;A3;2;3;20150811;pheno;2015;;;;;;;;;;;;;;di;;;;;fe;;;;;fe;;;;;;;;;;;;;;;;;;;fr;;fr;;fe;;;fr;fr;;;;;fe;;fe;;;;;fe;;;fr
Pla-A3-20150901;Pla;A3;2;3;20150901;pheno;2015;;;;;;;;;;;;;;fe;;;;;;;;;;fe;;;;;;;;;;;;;;;;;;;fr;;se;;fe;;;di;di;;;;fe;fe;;;;;;;fe;;;fe
Pla-A3-20160707;Pla;A3;2;3;20160707;pheno;2016;;;;;;;;;;;;;;fe;;;;;;fe;;;;;;;;;;;;;;;;;;;;;;;fe;;fe;;fe;;;;fe;;;;;fe;;;;;;;fe;;;
Pla-A3-20160728;Pla;A3;2;3;20160728;pheno;2016;;;;;;;;;fr;;;;;fl;;;;;fe;fe;;;;fl;;;;;;;;;;;;;;;fe;;;;fl;;fl;;fe;;;bt;fr;;;;;fr;;;;;;;bt;;;fl
Pla-A3-20160818;Pla;A3;2;3;20160818;pheno;2016;;;;;;;;;se;;;;;di;;;;;fe;fe;;;;fr;;;;;;;;;;;;;;;fe;;;;fr;;fr;;fe;;;di;di;;;;fe;fr;;;;;;;fe;;;di
Pla-A3-20160908;Pla;A3;2;3;20160908;pheno;2016;;;;;;;;;se;;;;;fe;;;;;fe;fe;;;;di;;;;;;;;;;;;;;;;;;;di;;di;;;;;di;di;;;;fe;di;;;;;;;fe;;;di
Pla-A3-20170705;Pla;A3;2;3;20170705;pheno;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-A3-20170726;Pla;A3;2;3;20170726;pheno;2017;;;;;;;;;;;;;;fl;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;;;;;fe;;fe;;fe;;;fe;fl m f;;;;fe;fe;;fe;;;;;fe;;;fe
Pla-A3-20170816;Pla;A3;2;3;20170816;pheno;2017;;;;;;;;;;;;;;fr;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;fl;;;;fe;;fl;;fe;;;fe;fr;;;;fe;fe;;;;;;;fe;;;fr
Pla-A3-20170906;Pla;A3;2;3;20170906;pheno;2017;;;;;;;;;;;;;;fr;;;;;fr;fe;;;;fe;;;;;;;;;;;;;;;fe;;;;fe;;se;;fe;;;fe;di;;;;fe;fe;;fe;;;;;fe;;;di
Pla-A3-20180703;Pla;A3;2;3;20180703;pheno;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-A3-20180724;Pla;A3;2;3;20180724;pheno;2018;;;;;;;;;fe;;;;;fe;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;;;;;;;fe;;fe;;;;br;;;;;fe;;;;;;;fe;;;
Pla-A3-20180816;Pla;A3;2;3;20180816;pheno;2018;;;;;;;;;fe;;;;;fr;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;;;;;fe;;bt;;fe;;;fe;fr;;;;;fe;;fe;;;;;fe;;;bt
Pla-A3-20180906;Pla;A3;2;3;20180906;pheno;2018;bt;;;;;;;;fe;;;;;di;;;;;bt;fe;;;;fe;;;;;;;;;;;;;;;fe;;;;fe;;fr;;fe;;;fe;se;;;;fe;fe;;fe;;;;;fe;;;fr
Pla-A3-20190702;Pla;A3;2;3;20190702;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-A3-20190723;Pla;A3;2;3;20190723;pheno;2019;;;;;;;;;fl;;;;;fe;;;;;fe;fe;;;;;;;;;;;;;;;;;;;fe;;;;fe;;bt;;fe;;;fe;fl m et f;;;;;fe;;fe;;;;;fe;;;fe
Pla-A3-20190814;Pla;A3;2;3;20190814;pheno;2019;;;;;;;;;;;;;;fe;;;;;fe;fe;;;;;;;;;;;;;;;;;;;fe;;;;fl;;fr;;fe;;;;;;;;;fr;;fe;;;;;bt;;;fr
Pla-A3-20190910;Pla;A3;2;3;20190910;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coeff-Pla-A3-2013;Pla;A3;2;3;2013;Coeff;2013;;;;;;;;;;;;;;1;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;+;;+;;;;;1;;;1
Coeff-Pla-A3-20180816;Pla;A3;2;3;20180816;Coeff;2018;;;;;;;;;+;;;;;1;;;;;2;1;;;;+;;;;;;;;;;;;;;;;;;;+;;1;;1;;;+;2;;;;;1;;+;;;;;1;;;1
Pla-A4-20130724;Pla;A4;2;3;20130724;pheno;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sans fe;sans fe;;;;;;fe;;;;;;;;fe
Pla-A4-20130808;Pla;A4;2;3;20130808;pheno;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fl f;fl f;;;;;;;;;;;;;;fe
Pla-A4-20130904;Pla;A4;2;3;20130904;pheno;2013;;;;;;;;;;fe;;;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fr;fr;;;;;;;;;;;;;;fe
Pla-A4-20140722;Pla;A4;2;3;20140722;pheno;2014;;;;;;;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fe;;fe;;;;br;;;;;;;fe;;;;;;;;fe
Pla-A4-20140812;Pla;A4;2;3;20140812;pheno;2014;;;;;;;;;fr;;;;;;fe;;;;fe;;;;;fe;;;;;;;;;;;;;;;fe;;;;;;fl;;fe;;;bt;fl m et fr;fr;;;;;;;;;;;;;;bt
Pla-A4-20140902;Pla;A4;2;3;20140902;pheno;2014;;;;;;;;;;;;;;fr;fe;;;;fl;;;;;;;;;;;;;;;;;;;;;;;;;;fr;;fe;;;fl;fr;di;;;;;;fe;;;;;;;;fr
Pla-A4-20150702;Pla;A4;2;3;20150702;pheno;2015;;;;;;;;;;;;;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fe;;fe;;;fe;fe;fe;;;;;;fe;;;;;;fe;;fe
Pla-A4-20150723;Pla;A4;2;3;20150723;pheno;2015;fr;;;;;;;;;;;;;;fe;;;;fe;;;;;;;;;;;;;;;;;;;;fe;;;;fe;;fl;;fe;;;fe;fr;fr;;;;;;fe;;;;;;fe;;fr
Pla-A4-20150811;Pla;A4;2;3;20150811;pheno;2015;fr;;;;;;;;;;;;;;fe;;;;fr;;;;;;;;;;;;;;;;;;;;fe;;;;fr;;fr;;fe;;;fr;di;fr;;;;;;;;;;;;fr;;fr
Pla-A4-20150901;Pla;A4;2;3;20150901;pheno;2015;se;;;;;;;;;;;;;;fr;;;;fl;;;;;;;;;;;;;;;;;;;;fe;;;;di;;se;;fe;;;di;di;di;;;;;;fe;;;;;fl;di;;di
Pla-A4-20160707;Pla;A4;2;3;20160707;pheno;2016;;;;;;;;;;;;;;;;;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;;fe;;fe;;;fe;fe;;;;;;;fe;;;;;;;;fe
Pla-A4-20160728;Pla;A4;2;3;20160728;pheno;2016;;;;;;;;;;;;;;;fe;fe;;;fl;;;;;fe;;;;;;;;;;;;;;;fl;;;;bt;;fl;;fe;;;fl;di;fe;;;;;;;;;;;fe;;;fl
Pla-A4-20160818;Pla;A4;2;3;20160818;pheno;2016;;;;;;;;;;;;;;fe;fe;fe;;;fr;;;;;;;;;;;;;;;;;;;;fe;;;;di;;fr;;fe;;;di;di;di;;;;;;;;;;;fe;;;di
Pla-A4-20160908;Pla;A4;2;3;20160908;pheno;2016;;;;;;;;;;;;;;;fe;fr;;;di;;;;;;;;;;;;;;;;;;;;fe;;;;di;;di;;fe;;;di;di;fe;;;;;;;;;;;fe;;;di
Pla-A4-20170705;Pla;A4;2;3;20170705;pheno;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-A4-20170726;Pla;A4;2;3;20170726;pheno;2017;;;;;;;;;;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;;;;;;;;;;fe;;bt;;fe;;;fe;fl f m;fl f m;;;;;;;;;;;fe;fe;;fe
Pla-A4-20170816;Pla;A4;2;3;20170816;pheno;2017;;;;;;;;;;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;;;;;;fe;;;;fe;;fl;;fe;;;bt;di;fe;;;;;;fe;;;;;fe;fe;;fr
Pla-A4-20170906;Pla;A4;2;3;20170906;pheno;2017;fr;;;;;;;;;;;;;fe;fe;;;;fe;;;;;;;;;;;;;;;;;;;;fl;;;;fl;;se;;fe;;;fe;di;di;;;;;;fe;;;;;fe;;;di
Pla-A4-20180703;Pla;A4;2;3;20180703;pheno;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-A4-20180724;Pla;A4;2;3;20180724;pheno;2018;;;;;;;;;fe;fe;;;;fe;;;;;fe;;;;;;;;;;;;;;;;;;;;fe;;;;;;fe;;fe;;;fe;br;br;;;;;;fe;;;;;fe;fe;;fe
Pla-A4-20180816;Pla;A4;2;3;20180816;pheno;2018;;;;;;;;;;;;;;fe;;;;;fe;;;;;;;;;;;;;;;;;;;;fe;;;;fe;;bt;;fe;;;bt;fr;fr;;;;;;fe;;;;;fe;fe;;bt
Pla-A4-20180906;Pla;A4;2;3;20180906;pheno;2018;bt;;;;;;;;;;;;;fe;;;bt;;fe;;;;;;;;;;;;;;;;;;;;fe;;;;fe;;fr;;fe;;;fr;se;fr;;;;;;fr;;;;;fe;fe;;fr
Pla-A4-20190702;Pla;A4;2;3;20190702;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pla-A4-20190723;Pla;A4;2;3;20190723;pheno;2019;;;;;;;;;;;;;;fe;;;;;fe;;;;;fe;;;;;;;;;;;;;;;fe;;;;fe;;bt;;fe;;;fe;fl m;fl m et f;;;;;;;;;;;fe;fe;;bt
Pla-A4-20190814;Pla;A4;2;3;20190814;pheno;2019;;;;;;;;;;;;;;fe;;;;;fe;;;;;fe;;;;;;;;;;;;;;;fe;;;;fe;;fr;;fe;;;fe;fr;fr;;;;;;;;;;;fe;bt;;fr
Pla-A4-20190910;Pla;A4;2;3;20190910;pheno;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coeff-Pla-A4-2013;Pla;A4;2;3;2013;Coeff;2013;;;;;;;;;;+;;;;;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;
Coeff-Pla-A4-20180816;Pla;A4;2;3;20180816;Coeff;2018;;;;;;;;;;;;;;+;;;;;2;;;;;;;;;;;;;;;;;;;;1;;;;+;;1;;1;;;+;3;2;;;;;;+;;;;;1;+;;1
Pla-A5-20130724;Pla;A5;3;3;20130724;pheno;2013;;;;;;;;;;;;;;;;;;;;;;;;fe;;;;;;;;;;;;;;;;;;;;;;;;;;;sans fe;sans fe;;;;;;;;;;;;;;
